user_id,day,day_of_week,time,latitude,longitude,POI_id
131,3,7,21:55:39,31.301485061645508,121.49866485595705,1775563213668502056
120,4,1,00:08:22,31.196866989135746,121.44479370117188,15816538409797329025
115,4,1,00:08:46,31.292280000000002,121.496996,5626825265086750967
15,4,1,00:16:51,31.195831434461805,121.59534423828126,7418233607399975825
267,4,1,08:57:15,31.29935085720486,121.51012668185764,11662242043755831328
85,4,1,09:07:10,31.300266000000001,121.499977,421914220123863601
201,4,1,09:17:41,31.298224000000001,121.49843300000001,7851260396140490874
380,4,1,09:58:43,31.282673611111111,121.50124755859376,17231600408720734394
434,4,1,12:36:35,31.293894000000002,121.49838099999999,2724766603850828906
320,4,1,15:00:38,31.293353,121.49565800000001,8255287070577480619
320,4,1,15:02:29,31.293353,121.49565800000001,10892359567713773266
320,4,1,15:04:09,31.291395670572921,121.50012396918405,7204059353447188106
341,4,1,15:39:58,31.300706999999999,121.50134,14834248776574532388
16,4,1,16:54:37,31.194735000000001,121.588615,14029491550125622953
288,4,1,17:23:50,31.272733688354492,121.5318603515625,14740247153278234522
307,4,1,18:07:19,31.298069000244141,121.50428771972656,8081130554276717424
163,4,1,19:48:34,31.291822,121.50272,7204059353447188106
337,4,1,23:09:47,31.290733337402344,121.49983978271484,947153747864180334
115,5,2,00:02:15,31.290318467881946,121.50144042968751,13887418790936298454
115,5,2,00:02:44,31.290318467881946,121.50144042968751,11864498688809393405
316,5,2,00:11:16,31.190099716186523,121.59170532226562,242743838739098988
388,5,2,08:47:51,31.297876358032227,121.49996948242188,14276195817084865455
380,5,2,10:19:56,31.196287999999999,121.442547,15816538409797329025
67,5,2,10:50:46,31.195312228732639,121.44840250651042,15816538409797329025
63,5,2,11:06:41,31.33881950378418,121.49976348876952,15200819059768885509
63,5,2,11:07:36,31.336812973022461,121.5041961669922,18330523169610755507
81,5,2,11:42:26,31.196455001831055,121.44899749755859,11283059429162010677
253,5,2,12:55:07,31.297619999999998,121.5012,9931435424730101844
253,5,2,12:55:55,31.297619999999998,121.5012,1265002384012520309
237,5,2,15:25:12,31.190841200086805,121.59829128689236,6823933125313075652
45,5,2,16:15:39,31.29815673828125,121.50440979003906,10173593784908884544
45,5,2,16:16:49,31.29815673828125,121.50440979003906,14285756006419245596
44,5,2,16:16:57,31.301805000000002,121.49997,3438600771141354112
323,5,2,16:16:57,31.300286,121.49736,1748377425456762740
302,5,2,16:17:18,31.300097999999998,121.499972,129172039926689834
267,5,2,16:18:12,31.295388726128472,121.5000417751736,3671228709571469538
302,5,2,16:18:20,31.300253000000001,121.499972,7837169500467438507
44,5,2,16:18:27,31.301805000000002,121.49997,4864129390122756534
324,5,2,16:18:32,31.292601725260418,121.50093044704862,14045516142502963848
44,5,2,16:18:59,31.301805000000002,121.49997,4608109600758219771
33,5,2,16:19:17,31.300908203125001,121.5082107204861,16420936993466470519
190,5,2,16:19:29,31.197455999999999,121.44507,1586450552596725201
63,5,2,16:21:29,31.336288452148441,121.50516510009766,5786100654080942340
164,5,2,16:21:57,31.299315321180551,121.51026123046876,4435708205251710256
221,5,2,16:22:15,31.298749923706055,121.50130462646484,POI_id
63,5,2,16:22:33,31.336326599121097,121.50524139404295,8694988636079891825
203,5,2,16:22:54,31.299713134765625,121.50475311279295,6079723328843939902
221,5,2,16:23:18,31.298749923706055,121.50130462646484,5878651407566397743
118,5,2,16:23:23,31.193560000000002,121.59408999999999,8960215139747576629
63,5,2,16:23:23,31.3363037109375,121.50505828857422,14779434044433586033
203,5,2,16:23:43,31.299713134765625,121.50475311279295,6079723328843939902
121,5,2,16:23:55,31.055642361111111,121.19527669270832,2854049130066258740
70,5,2,16:24:05,31.299972059461805,121.50453314887152,10199658711838835410
164,5,2,16:24:09,31.299307454427083,121.51025634765624,12608424173778422552
63,5,2,16:24:13,31.33827018737793,121.50061798095705,18211071765051178097
247,5,2,16:24:35,31.297582194010417,121.50485948350696,8332270212164805796
63,5,2,16:24:46,31.33827018737793,121.50061798095705,11660286706059212648
42,5,2,16:25:05,31.119985580444336,121.58572387695312,4978958091279081784
63,5,2,16:25:15,31.33827018737793,121.50061798095705,1758123765954496278
221,5,2,16:25:52,31.300857543945312,121.49685668945312,17363889197747283903
63,5,2,16:25:58,31.33827018737793,121.50061798095705,13795390838928388968
63,5,2,16:26:34,31.33827018737793,121.50061798095705,10117731356329022952
324,5,2,16:27:06,31.292559678819444,121.5009849717882,14285756006419245596
203,5,2,16:27:14,31.299715042114254,121.50479888916016,13726468672905686799
164,5,2,16:28:13,31.299315321180551,121.51026123046876,11150680940147561199
247,5,2,16:28:16,31.299626,121.500488,10477213912351844482
72,5,2,16:28:22,31.299800999999999,121.50012099999999,11662242043755831328
21,5,2,16:28:43,31.295151638454861,121.5043191189236,4649477530257456803
36,5,2,16:28:58,31.296812057495117,121.49987030029295,14045516142502963848
300,5,2,16:28:58,31.292606353759769,121.49829864501952,2209826652789948691
120,5,2,16:29:53,31.197265625,121.4453582763672,68000524438676529
363,5,2,16:30:01,31.29664,121.5061,11467448218501401727
300,5,2,16:30:07,31.294853210449219,121.49397277832033,16303174550241377416
406,5,2,16:30:40,31.195575714111328,121.44957733154295,7042105854854247267
385,5,2,16:32:02,31.197402954101559,121.44512176513672,3915009246147337483
202,5,2,16:32:21,31.191474338107639,121.59937201605902,13653186089699175564
45,5,2,16:33:00,31.298175811767575,121.50438690185548,14285756006419245596
406,5,2,16:33:13,31.197463989257812,121.44496917724609,7585121809312545397
214,5,2,16:33:18,31.232769999999999,121.5162,14786879475090281273
406,5,2,16:34:37,31.197463989257812,121.44496917724609,1050393283729545688
451,5,2,16:34:52,31.299153917100693,121.50474229600694,4799855091010679731
121,5,2,16:35:15,31.055642361111111,121.19527669270832,12370145856682427081
121,5,2,16:35:35,31.055642361111111,121.19527669270832,8798010054266873017
241,5,2,16:36:47,31.301615939670139,121.51841335720486,2252616472254862534
121,5,2,16:37:12,31.055642361111111,121.19527669270832,7306766382126329165
121,5,2,16:37:29,31.055642361111111,121.19527669270832,16138118593430234938
303,5,2,16:37:55,31.297809600830082,121.50547790527344,14618596846586620014
251,5,2,16:38:07,31.297958374023441,121.50046539306641,12978591900936325224
123,5,2,16:39:00,31.30031,121.50012,8534942843243717075
251,5,2,16:39:12,31.297958374023441,121.50046539306641,9221379983352430812
251,5,2,16:39:44,31.297958374023441,121.50046539306641,1544948083006398705
251,5,2,16:40:56,31.297958374023441,121.50046539306641,1657088273477775935
251,5,2,16:41:39,31.297958374023441,121.50046539306641,14123430700279879123
216,5,2,16:41:50,31.197904586791992,121.44496154785156,13633870102450344495
412,5,2,16:43:28,31.299009000000002,121.501025,9243755859082649564
216,5,2,16:43:41,31.196046829223633,121.44955444335938,15816538409797329025
280,5,2,16:44:55,31.189468383789062,121.59732818603516,8776253061744222445
59,5,2,16:45:10,31.191579999999998,121.59690000000001,10886691686674158566
338,5,2,16:45:32,31.196657443576388,121.45023980034722,7468424532916754054
354,5,2,16:46:19,31.190424,121.59400599999999,3671228709571469538
30,5,2,16:46:50,31.298653971354167,121.50136338975696,366064156745667389
30,5,2,16:48:04,31.298653971354167,121.50136338975696,16262962958517505429
350,5,2,16:49:16,31.197714999999999,121.44490399999999,15187886603726060005
115,5,2,16:53:49,31.297359,121.49558399999999,10804612149395733050
115,5,2,16:54:06,31.297359,121.49558399999999,4310240715305234267
78,5,2,16:54:24,31.298690863715279,121.50838406032986,13426478578342909190
247,5,2,16:55:38,31.297597113715277,121.50486138237848,8410951937715424244
320,5,2,16:55:42,31.295053439670134,121.50733561197916,6459493448269426420
247,5,2,16:56:20,31.297562120225695,121.50483479817709,14045516142502963848
78,5,2,16:56:51,31.300685000000001,121.503956,17757940622606626972
409,5,2,16:57:22,31.295169999999999,121.49739,8410951937715424244
63,5,2,16:58:02,31.336277008056641,121.50516510009766,10477213912351844482
37,5,2,17:00:39,31.293878555297852,121.49795532226562,16266402063856124843
7,5,2,17:02:51,31.298242568969727,121.50431060791016,13111648163741468832
465,5,2,17:05:08,31.302223000000001,121.50123600000001,8960215139747576629
179,5,2,17:08:08,31.293838500976559,121.50377655029295,7060666179478801619
164,5,2,17:09:46,31.299513617621528,121.51020860460068,12460516819255246343
164,5,2,17:12:24,31.300595160590277,121.5098158094618,4083466689107472514
410,5,2,17:29:21,31.300446999999998,121.504729,18421030481929757185
245,5,2,17:52:40,31.204450607299805,121.45912170410156,15381325068699843185
72,5,2,18:46:36,31.289262999999998,121.491955,11836276988633524937
220,5,2,19:10:52,31.191728999999999,121.59687,7060666179478801619
182,5,2,19:32:48,31.189388020833334,121.59070855034722,16875819297311318175
103,5,2,20:26:01,31.198115000000001,121.444238,13464284029575237918
292,5,2,21:17:29,31.258302688598633,121.5393524169922,10973394001515355452
406,5,2,21:54:22,31.195585250854492,121.44956970214844,8537452228210701179
359,5,2,22:45:22,31.292585720486112,121.50193277994792,16303174550241377416
7,5,2,23:04:06,31.190916061401367,121.597412109375,15491258908671437384
238,5,2,23:04:44,31.190706253051761,121.59732055664062,15756250474827843835
300,6,3,00:04:10,31.292913436889648,121.50243377685548,16303174550241377416
77,6,3,00:09:00,31.299289999999999,121.501605,9274437068574677542
81,6,3,00:15:21,31.196489334106445,121.44892120361328,13633870102450344495
120,6,3,00:20:12,31.196857452392575,121.44478607177734,5800289933467671550
36,6,3,00:49:07,31.30078125,121.50775146484376,14045516142502963848
229,6,3,07:56:22,31.299983978271484,121.49965667724609,11662242043755831328
190,6,3,08:15:30,31.194701999999999,121.45637499999999,4914619917077824994
121,6,3,08:37:02,31.05327175564236,121.19029703776042,7764231368502234235
101,6,3,08:48:18,31.178108215332031,121.59402465820312,2760755844587627452
101,6,3,08:51:21,31.178108215332031,121.59402465820312,13144042613879126601
223,6,3,09:14:05,31.295008138020833,121.5037193467882,17495892045393737733
406,6,3,09:32:39,31.195514678955082,121.44932556152344,15187886603726060005
3,6,3,09:36:24,31.189857482910156,121.59158325195312,2364985767564802562
247,6,3,09:43:00,31.299775390625001,121.50435438368056,3793984692706664883
247,6,3,09:43:40,31.299775390625001,121.50435438368056,10477213912351844482
229,6,3,09:48:32,31.300033569335938,121.49958801269533,13568089111295507725
122,6,3,09:53:00,31.190118789672852,121.59159088134766,10804258867963650411
350,6,3,10:16:29,31.197652000000001,121.444928,11269858771858071458
308,6,3,10:28:52,31.334496000000001,121.500336,15200819059768885509
63,6,3,10:42:01,31.336553573608398,121.50437927246094,15200819059768885509
168,6,3,10:51:58,31.297981262207031,121.50479125976562,3793984692706664883
303,6,3,10:52:57,31.299373626708984,121.48866271972656,10317200152144875854
315,6,3,11:04:04,31.299617999999999,121.504634,15378016437372592981
363,6,3,11:05:59,31.3018,121.5,10477213912351844482
247,6,3,11:38:01,31.299772000000001,121.50013800000001,3793984692706664883
406,6,3,11:43:32,31.195571899414062,121.44959259033205,2974805774682535981
118,6,3,12:20:56,31.190291999999999,121.592,1303807434726747070
359,6,3,12:59:02,31.299000651041663,121.50375868055556,16303174550241377416
104,6,3,14:43:37,31.302389999999999,121.4969,12978481388581534213
96,6,3,15:17:43,31.292684000000001,121.495695,18300386088758824053
446,6,3,16:07:21,31.19091796875,121.59738922119141,17757940622606626972
12,6,3,17:25:26,31.188696560329863,121.59718939887152,2258592582464167705
315,6,3,17:58:45,31.302885,121.513503,3614243434359326878
421,6,3,19:21:39,31.292997360229492,121.49539184570312,15225787996604646448
203,6,3,19:24:30,31.298028945922852,121.50428009033205,1840282510224587407
203,6,3,19:25:27,31.298028945922852,121.50428009033205,9612943880160681377
101,6,3,21:21:38,31.190799713134769,121.59735870361328,10055366292439010529
219,6,3,22:06:12,31.198899999999998,121.635414,17247936965948591112
115,6,3,22:21:39,31.290322536892361,121.50144314236113,6107441857125414785
115,6,3,22:21:49,31.290322536892361,121.50144314236113,6837418791211109903
115,6,3,22:21:56,31.290322536892361,121.50144314236113,5695111386855551071
115,6,3,22:22:04,31.290322536892361,121.50144314236113,11713735655631183482
115,6,3,22:22:12,31.290322536892361,121.50144314236113,5545688567229788580
115,6,3,22:22:34,31.290322536892361,121.50144314236113,5388233901747551856
115,6,3,22:22:42,31.290322536892361,121.50144314236113,758692120585580285
115,6,3,22:23:09,31.290322536892361,121.50144314236113,2939193057703221944
115,6,3,22:23:21,31.290322536892361,121.50144314236113,8097494817891216181
115,6,3,22:23:34,31.290322536892361,121.50144314236113,11872663518319717974
115,6,3,22:23:47,31.290322536892361,121.50144314236113,15941359142140986096
115,6,3,22:24:00,31.290322536892361,121.50144314236113,4398781440117392743
115,6,3,22:24:36,31.290322536892361,121.50144314236113,15794504237491918866
115,6,3,22:25:27,31.290322536892361,121.50144314236113,1267264674177683434
120,6,3,22:57:21,31.194969177246097,121.44934844970705,10816989480851466846
120,6,3,22:58:18,31.194969177246097,121.44934844970705,12488383216619438376
120,6,3,22:58:47,31.194969177246097,121.44934844970705,10534451291357843420
350,6,3,23:06:31,31.195619303385417,121.44963406032986,14990357477726490280
323,6,3,23:11:09,31.291748589409721,121.50053575303821,10199658711838835410
70,6,3,23:11:50,31.29145046657986,121.50024875217014,1748377425456762740
323,6,3,23:11:59,31.291748589409721,121.50053575303821,10892359567713773266
323,6,3,23:12:25,31.291748589409721,121.50053575303821,1748377425456762740
101,7,4,00:05:09,31.175693511962891,121.5981903076172,17115720672509117381
216,7,4,00:08:03,31.195589065551761,121.44957733154295,13633870102450344495
380,7,4,00:31:29,31.195445149739584,121.44963406032986,6775107637646410285
380,7,4,00:31:56,31.195445149739584,121.44963406032986,8537452228210701179
300,7,4,00:35:46,31.292892456054688,121.50232696533205,16303174550241377416
333,7,4,01:10:42,31.195165744357642,121.44979763454862,27189996638368366
359,7,4,07:07:34,31.29256374782986,121.501923828125,7851260396140490874
359,7,4,07:08:14,31.29256374782986,121.501923828125,2724766603850828906
3,7,4,10:29:03,31.189922332763672,121.59162139892578,11674340412308245993
450,7,4,10:37:22,31.18927463107639,121.59784261067708,11331443324860435673
143,7,4,10:38:57,31.295217514038089,121.50409698486328,13976107348574937318
350,7,4,10:39:12,31.19507297092014,121.44912733289932,10483833590265972036
173,7,4,10:40:44,31.190889358520508,121.59741973876952,18402599163969931611
209,7,4,10:43:42,31.191049575805664,121.5977783203125,8776253061744222445
436,7,4,10:48:34,30.902908325195312,121.88715362548828,11450983793516066305
417,7,4,10:51:09,31.288995742797852,121.41977691650391,16197931886584200430
284,7,4,10:58:09,31.292836999999999,121.49672700000001,3517316711622364229
254,7,4,11:10:51,31.297895779079862,121.50394287109376,17214512960828070221
102,7,4,11:18:06,31.293725967407227,121.49539184570312,2440903105857192538
7,7,4,11:40:13,31.192356109619141,121.58768463134766,3735255461407911557
101,7,4,11:45:11,31.177837371826172,121.59393310546876,6623455202728228704
179,7,4,12:05:13,31.191564559936523,121.59670257568359,7060666179478801619
251,7,4,12:26:06,31.295913696289062,121.50542449951172,2891308262402670107
460,7,4,12:32:01,31.294982999999998,121.504414,15879371495787891605
300,7,4,12:36:41,31.299594879150391,121.50490570068359,7851260396140490874
460,7,4,12:37:29,31.294982999999998,121.504414,10333997187432318077
460,7,4,12:41:46,31.296972,121.499971,14162601856781484197
406,7,4,12:50:31,31.197467803955082,121.44496917724609,9043644650766781389
85,7,4,13:10:16,31.299617784288195,121.50454182942708,12616467001438163568
363,7,4,13:21:37,31.29777,121.49890000000001,14045516142502963848
158,7,4,13:52:44,31.192836,121.594155,6206089038928397704
345,7,4,13:58:09,31.195620117187499,121.44870795355902,17186955005883097234
65,7,4,14:18:09,31.195919,121.448161,8537452228210701179
65,7,4,14:18:45,31.195919,121.448161,15816538409797329025
65,7,4,14:19:48,31.195919,121.448161,15187886603726060005
120,7,4,14:45:30,31.196441650390625,121.4515380859375,7070097833311593618
72,7,4,14:46:25,31.298286000000001,121.504552,2724766603850828906
118,7,4,14:48:03,31.19341,121.589455,10804035916965606330
115,7,4,15:03:03,31.2877734375,121.50677083333332,4398781440117392743
115,7,4,15:03:25,31.2877734375,121.50677083333332,15794504237491918866
359,7,4,15:20:22,31.299431423611111,121.50493055555556,16303174550241377416
359,7,4,15:23:48,31.299436577690972,121.50488688151042,7851260396140490874
465,7,4,15:28:09,31.30265,121.50190000000001,12387353201400666903
36,7,4,16:12:34,31.295331954956055,121.50439453125,14045516142502963848
49,7,4,17:01:20,31.190706253051761,121.59397125244141,10804258867963650411
350,7,4,17:02:42,31.195607367621527,121.44959716796876,10583853620047283235
406,7,4,17:14:29,31.195623397827148,121.44954681396484,6655511870058958765
216,7,4,17:28:19,31.195577621459961,121.44983673095705,15816538409797329025
365,7,4,17:56:46,31.191631999999998,121.598299,3901627852432343402
155,7,4,18:37:07,31.290912628173828,121.50121307373048,12701448822080171858
410,7,4,18:41:58,31.299555000000002,121.499545,1265002384012520309
434,7,4,18:48:48,31.297672254774305,121.50374267578124,2724766603850828906
171,7,4,19:46:10,31.19046712239583,121.59400933159722,3901627852432343402
300,7,4,20:01:31,31.297760009765625,121.50412750244141,16303174550241377416
300,7,4,20:02:49,31.299697875976559,121.49965667724609,7851260396140490874
71,7,4,20:39:03,31.197383880615231,121.4446258544922,11350842492483560938
71,7,4,20:40:26,31.197383880615231,121.4446258544922,10804686994274042711
365,7,4,20:48:23,31.191641000000001,121.598298,3901627852432343402
171,7,4,21:40:55,31.19046712239583,121.59400933159722,3901627852432343402
358,7,4,22:21:49,31.291571994357639,121.50002658420139,7006926136009539686
303,7,4,22:29:03,31.299966812133789,121.49974060058594,6002588046867476358
359,7,4,22:39:31,31.29263699001736,121.50192491319444,16303174550241377416
120,7,4,22:39:33,31.196844100952148,121.44474792480467,16504720689817185787
120,7,4,22:42:08,31.196855545043945,121.44476318359376,5679712944296087818
120,7,4,22:42:32,31.196855545043945,121.44476318359376,8348544400538624921
438,8,5,00:01:20,31.291168891059023,121.50109049479168,8755654938255842048
300,8,5,00:14:51,31.292905807495117,121.50238037109376,16303174550241377416
458,8,5,00:48:53,31.296908999999999,121.505291,6002588046867476358
163,8,5,01:43:48,31.290562000000001,121.50095,7851260396140490874
163,8,5,01:45:07,31.290562000000001,121.50095,16936819349230231571
163,8,5,01:45:35,31.290562000000001,121.50095,247890124278267397
163,8,5,01:46:33,31.290562000000001,121.50095,12382250493341403427
163,8,5,01:47:15,31.290562000000001,121.50095,9472094950528177882
341,8,5,09:00:45,31.244184000000001,121.48219,17757940622606626972
406,8,5,09:58:13,31.19554328918457,121.44923400878906,8537452228210701179
406,8,5,09:59:16,31.19554328918457,121.44923400878906,15187886603726060005
363,8,5,10:46:58,31.299620000000001,121.5046,14045516142502963848
455,8,5,11:29:54,31.196459999999998,121.44401000000001,10199330316231830740
385,8,5,11:36:09,31.112758636474609,121.60274505615234,8537452228210701179
253,8,5,11:44:55,31.297470000000001,121.5025,5770122034523981773
462,8,5,14:34:07,31.299659999999999,121.5046,3542876459363366565
410,8,5,15:10:06,31.299777018229168,121.50442626953124,15807687061090540024
380,8,5,15:13:19,31.196455891927084,121.45112575954862,8537452228210701179
253,8,5,15:18:14,31.299949999999999,121.496,2151028195350574769
253,8,5,15:18:41,31.299949999999999,121.496,2912896082753978913
253,8,5,15:19:02,31.299949999999999,121.496,11812872932059828421
253,8,5,15:19:28,31.299949999999999,121.496,15150093306861676896
323,8,5,15:21:09,31.301697999999998,121.50026,7851260396140490874
315,8,5,15:22:02,31.299779000000001,121.504481,4829571157494071823
323,8,5,15:23:09,31.301697999999998,121.50026,10956645436626208198
315,8,5,15:23:31,31.299779000000001,121.504481,10477213912351844482
315,8,5,15:24:58,31.299779000000001,121.504481,11662242043755831328
102,8,5,16:09:37,31.2999267578125,121.50476837158205,17859527319950716538
358,8,5,16:19:33,31.30181,121.50031799999999,15588308480676188216
358,8,5,16:20:26,31.30181,121.50031799999999,10804093066539767491
358,8,5,16:21:01,31.30181,121.50031799999999,14276195817084865455
358,8,5,16:21:40,31.30181,121.50031799999999,7851260396140490874
7,8,5,17:26:21,31.296005249023441,121.50611114501952,3167217079697054449
7,8,5,17:27:01,31.296005249023441,121.50611114501952,11722398793232877475
7,8,5,17:27:23,31.296005249023441,121.50611114501952,15569064962389982140
182,8,5,18:09:47,31.192167426215281,121.59077772352433,11674340412308245993
323,8,5,18:52:43,31.295197482638891,121.50436225043404,7851260396140490874
244,8,5,18:57:31,31.19131103515625,121.59324598524306,7418233607399975825
185,8,5,19:29:26,31.298165000000001,121.50425799999999,10199658711838835410
15,8,5,22:23:45,31.195794270833332,121.59530924479166,7418233607399975825
36,8,5,23:18:59,31.30076789855957,121.50775909423828,14045516142502963848
323,9,6,00:12:55,31.291745605468751,121.50053358289932,10199658711838835410
7,9,6,00:25:46,31.190132141113281,121.59185791015624,14795215029668950415
312,9,6,08:45:03,31.294671999999998,121.497658,10931074587076848061
300,9,6,11:22:24,31.299707412719727,121.50446319580078,7851260396140490874
315,9,6,11:45:15,31.299868,121.50475299999999,7851260396140490874
438,9,6,12:06:30,31.296442871093749,121.50935411241321,13313810596451082747
81,9,6,12:18:42,31.196071624755859,121.44959259033205,13633870102450344495
49,9,6,13:22:18,31.190670013427734,121.59896850585938,8776253061744222445
375,9,6,16:06:11,31.189688042534723,121.59130832248265,2364985767564802562
216,9,6,16:11:59,31.196046829223633,121.44955444335938,13633870102450344495
216,9,6,16:12:30,31.196046829223633,121.44955444335938,15816538409797329025
445,9,6,19:40:56,31.301641,121.500433,17859527319950716538
