user_id,day,day_of_week,time
149,9,6,22:25:29
350,9,6,22:25:57
205,9,6,22:26:09
350,9,6,22:26:18
307,9,6,22:26:23
307,9,6,22:26:27
331,9,6,22:26:42
120,9,6,22:27:04
141,9,6,22:27:04
304,9,6,22:27:10
220,9,6,22:27:26
120,9,6,22:27:30
255,9,6,22:27:32
120,9,6,22:28:26
331,9,6,22:28:54
289,9,6,22:29:19
331,9,6,22:30:52
427,9,6,22:33:02
19,9,6,22:33:21
148,9,6,22:36:26
63,9,6,22:53:43
338,9,6,22:54:23
120,9,6,22:54:53
120,9,6,22:55:02
363,9,6,22:56:51
363,9,6,22:56:54
363,9,6,22:57:49
217,9,6,23:02:08
274,9,6,23:09:18
320,9,6,23:10:04
115,9,6,23:11:37
171,9,6,23:15:15
222,9,6,23:15:36
171,9,6,23:15:48
138,9,6,23:16:13
138,9,6,23:16:18
120,9,6,23:18:59
120,9,6,23:20:06
120,9,6,23:20:34
120,9,6,23:20:45
120,9,6,23:21:15
408,9,6,23:21:16
406,9,6,23:23:16
331,9,6,23:27:25
350,9,6,23:33:51
248,9,6,23:34:02
307,9,6,23:47:46
388,10,7,00:01:28
225,10,7,00:01:39
115,10,7,00:06:13
327,10,7,00:07:03
258,10,7,00:12:21
258,10,7,00:12:35
277,10,7,00:16:20
408,10,7,00:16:32
277,10,7,00:17:25
307,10,7,00:18:26
255,10,7,00:19:56
222,10,7,00:29:33
351,10,7,00:29:35
350,10,7,00:30:18
350,10,7,00:30:39
412,10,7,00:37:16
188,10,7,01:03:37
163,10,7,01:11:17
163,10,7,01:13:10
303,10,7,01:17:55
154,10,7,01:21:10
406,10,7,01:24:21
91,10,7,01:24:48
406,10,7,01:29:54
148,10,7,01:32:18
410,10,7,02:47:08
120,10,7,03:08:34
120,10,7,03:09:20
50,10,7,03:34:23
408,10,7,06:46:10
258,10,7,07:16:50
350,10,7,07:37:42
217,10,7,07:58:34
363,10,7,08:11:55
412,10,7,08:14:39
331,10,7,08:21:05
63,10,7,08:34:40
118,10,7,08:34:54
63,10,7,08:35:01
63,10,7,08:35:06
115,10,7,08:40:02
174,10,7,08:54:07
388,10,7,09:29:54
148,10,7,09:30:35
255,10,7,09:40:19
350,10,7,10:02:14
120,10,7,10:19:50
406,10,7,10:23:46
86,10,7,10:55:09
308,10,7,11:03:19
78,10,7,11:04:30
307,10,7,11:08:49
375,10,7,11:20:28
375,10,7,11:20:41
375,10,7,11:21:22
50,10,7,11:25:40
375,10,7,11:35:28
375,10,7,11:37:08
375,10,7,11:39:39
327,10,7,11:40:43
277,10,7,11:43:39
277,10,7,11:43:47
315,10,7,11:59:55
412,10,7,12:06:22
388,10,7,12:07:51
406,10,7,12:23:59
172,10,7,12:27:08
258,10,7,12:42:56
12,10,7,12:46:32
358,10,7,12:51:49
86,10,7,12:58:32
120,10,7,13:00:30
148,10,7,13:00:52
307,10,7,13:14:57
238,10,7,13:20:38
317,10,7,13:21:51
7,10,7,13:21:59
238,10,7,13:22:06
238,10,7,13:22:20
7,10,7,13:22:21
115,10,7,13:26:46
375,10,7,13:30:13
7,10,7,13:31:02
3,10,7,13:31:55
204,10,7,13:32:04
204,10,7,13:32:21
163,10,7,13:35:00
320,10,7,13:52:28
36,10,7,14:21:34
323,10,7,14:24:04
323,10,7,14:24:32
188,10,7,14:25:23
78,10,7,14:32:16
265,10,7,14:33:11
265,10,7,14:33:18
307,10,7,14:37:03
410,10,7,14:45:14
255,10,7,14:47:05
226,10,7,14:52:03
350,10,7,14:53:29
222,10,7,15:09:29
201,10,7,15:21:01
99,10,7,15:33:05
120,10,7,15:33:07
312,10,7,15:34:30
248,10,7,15:40:08
412,10,7,15:54:19
314,10,7,15:58:20
163,10,7,16:06:52
174,10,7,16:16:59
307,10,7,16:27:51
115,10,7,16:29:43
255,10,7,16:31:32
258,10,7,16:32:59
296,10,7,16:39:55
370,10,7,16:40:33
171,10,7,16:43:37
5,10,7,16:43:44
42,10,7,16:46:00
338,10,7,17:14:23
258,10,7,17:27:27
217,10,7,17:31:44
320,10,7,17:32:22
274,10,7,17:39:25
375,10,7,17:59:03
410,10,7,18:02:02
217,10,7,18:06:19
120,10,7,18:06:40
9,10,7,18:08:35
307,10,7,18:20:41
36,10,7,18:30:38
406,10,7,18:34:49
217,10,7,18:37:59
171,10,7,18:38:28
171,10,7,19:28:15
163,10,7,19:36:34
432,10,7,20:15:53
370,10,7,20:21:09
179,10,7,20:31:04
406,10,7,20:35:05
7,10,7,20:42:33
7,10,7,20:42:37
395,10,7,20:49:02
463,10,7,21:39:20
410,10,7,21:40:53
222,10,7,21:52:32
307,10,7,22:42:29
148,10,7,22:51:02
171,10,7,22:55:27
408,10,7,23:03:19
217,10,7,23:04:42
76,10,7,23:14:35
363,10,7,23:20:52
363,10,7,23:21:15
85,10,7,23:21:51
163,10,7,23:33:27
245,10,7,23:39:32
410,10,7,23:43:16
344,10,7,23:50:26
344,10,7,23:50:30
255,10,7,23:57:30
406,11,1,00:02:00
406,11,1,00:02:08
258,11,1,00:02:16
115,11,1,00:04:54
174,11,1,00:05:34
351,11,1,00:06:02
163,11,1,00:10:40
120,11,1,00:16:32
222,11,1,00:19:54
50,11,1,00:20:39
350,11,1,00:36:48
63,11,1,00:36:52
350,11,1,00:36:53
115,11,1,00:37:11
350,11,1,00:37:16
303,11,1,00:38:39
308,11,1,01:06:08
308,11,1,01:06:15
248,11,1,01:07:02
120,11,1,01:12:04
115,11,1,01:19:30
410,11,1,01:30:26
410,11,1,01:30:37
375,11,1,01:40:43
320,11,1,01:47:44
312,11,1,03:07:27
434,11,1,04:25:42
434,11,1,04:26:14
350,11,1,06:48:11
120,11,1,06:49:00
406,11,1,06:59:16
259,11,1,07:02:10
148,11,1,07:06:25
320,11,1,07:14:32
174,11,1,07:16:10
412,11,1,07:42:18
163,11,1,08:04:57
388,11,1,08:24:44
363,11,1,08:32:29
222,11,1,08:48:10
432,11,1,08:55:00
185,11,1,08:57:47
462,11,1,08:57:59
267,11,1,08:58:02
438,11,1,09:09:15
115,11,1,09:28:26
115,11,1,09:28:46
418,11,1,09:29:13
247,11,1,09:40:51
247,11,1,09:41:05
307,11,1,09:48:36
307,11,1,09:48:47
307,11,1,09:48:58
63,11,1,09:51:07
50,11,1,10:23:55
36,11,1,10:42:11
188,11,1,10:52:06
408,11,1,10:55:44
330,11,1,10:56:57
330,11,1,10:58:42
363,11,1,11:29:16
406,11,1,11:46:55
115,11,1,11:51:00
312,11,1,12:06:18
375,11,1,12:12:38
204,11,1,12:13:41
28,11,1,12:16:20
188,11,1,12:18:09
258,11,1,12:21:07
163,11,1,12:21:26
91,11,1,12:22:33
7,11,1,13:13:44
210,11,1,13:14:16
210,11,1,13:15:22
312,11,1,15:12:13
217,11,1,15:31:11
217,11,1,15:31:18
185,11,1,15:41:40
391,11,1,15:42:54
179,11,1,15:51:30
90,11,1,16:01:21
163,11,1,16:12:17
261,11,1,16:24:18
261,11,1,16:24:23
406,11,1,16:27:41
179,11,1,16:39:59
318,11,1,16:42:36
120,11,1,16:47:38
388,11,1,17:25:10
171,11,1,17:33:08
120,11,1,17:45:05
370,11,1,17:49:16
406,11,1,18:36:34
76,11,1,18:56:01
338,11,1,19:25:53
222,11,1,19:41:23
171,11,1,19:41:41
350,11,1,19:44:54
297,11,1,19:49:21
5,11,1,19:51:30
451,11,1,19:52:25
36,11,1,20:12:02
278,11,1,20:29:38
171,11,1,20:29:40
120,11,1,20:29:48
220,11,1,20:43:32
217,11,1,21:14:50
205,11,1,21:20:48
309,11,1,21:30:29
220,11,1,21:34:16
220,11,1,21:34:26
307,11,1,21:38:48
307,11,1,21:38:52
179,11,1,21:57:36
388,11,1,22:47:58
406,11,1,22:56:04
171,11,1,23:14:06
175,11,1,23:17:46
120,11,1,23:19:41
238,11,1,23:20:02
410,11,1,23:20:10
238,11,1,23:20:25
238,11,1,23:20:35
238,11,1,23:21:53
255,11,1,23:21:59
255,11,1,23:22:10
351,11,1,23:22:23
115,11,1,23:22:33
238,11,1,23:23:48
163,11,1,23:24:34
163,11,1,23:24:49
52,11,1,23:37:45
120,11,1,23:39:29
193,11,1,23:43:54
50,11,1,23:44:52
303,11,1,23:47:18
312,11,1,23:59:03
